id	left	target	right	lemma
unease/n/wlp_nz_b01/2545549	role model . <p> Is it just me , or have others got the feeling that this latest welfare \" crackdown \" has been greeted with a great deal of	unease	in the general population , people who like enjiner above who might have lustily cheered to the echo the " no benefit with an arrest warrant " but are now	unease
unease/n/wlp_nz_b01/2223700	and analog technique . An exciting and long-overdue transmission of the On-U Sound . <p> Opening with the circuit-bent reggae balladry of \" Balance \" the sense of agitation and	unease	is palpable , but by the time you 've been drawn into the paranoid transmission of " U.R . Sound " and the plaintive optimism of " Effective " a	unease
malaise/n/wlp_nz_b01/7131785	@ @ @ scrumhalf , with Toby Flood also back in flyhalf favour and Owen Farrell more likely to be fighting for a place in the centres where the midfield	malaise	continues . <p> Manu Tuilagi seems nailed on but in which position ? If he stays at number 13 , Lancaster can perm any one from half a dozen contenders	malaise
unease/n/wlp_nz_b01/16251795	of challenging ideas . And it 's the big ones : @ @ @ @ @ @ @ @ @ @ contemporary London with a vacuum of meaning and generational	unease	. We see protests , state violence , filicide . <p> 13 is the perfect showcase of artists with not just something to prove , but something to say .	unease
unease/n/wlp_nz_b01/5222625	@ @ @ @ @ @ @ @ by the piano , it was now easy to be impressed by the smooth beauty of string playing , the sense of	unease	that was soon created , the touches of sardonic martial music , ethereal touches from the celeste or harp and the surprising entry by the piano . <p> At the	unease
unease/n/wlp_nz_b01/2339776	latest Oscar winning film from Iran . Set in contemporary Tehran , Simin , a teacher from a middle-class family , is requesting a divorce , while sitting with an	unease	posture next to her husband Nader , before an invisible judge . The couple are facing the camera , me and you . The role of the religious judge (	unease
unease/n/wlp_nz_b01/5226114	continues sometimes animated , sometimes static . The second movement really showed what the trio was made of , switching from flashing energy with suppressed excitement while a sense of	unease	was always present , somehow at odds with the surface brilliance of the playing . I have heard the portentous piano chords that open the third movement played with just	unease
malaise/n/wlp_nz_b01/6285770	, he has been caught out neglecting the very solemn duty of being the sole political supervisor of our intelligence agencies . But the saga underlines a serious and growing	malaise	in the public service . <p> What sort of a country are we running here when first our diplomatic service and then our intelligence agencies quite routinely provide information to	malaise
unease/n/wlp_nz_b01/17226718	25 , 2012 <p> They 've just finished a bizarre event in Beijing , where they attacked the world 's leading clothing manufacturers and tried to stir up more public	unease	( this time about toxic chemicals in your clothes ) . <p> " The new Rainbow Warrior is sailing towards Dunedin to campaign but a Dunedin city councillor says residents	unease
unease/n/wlp_nz_b01/3553616	who read a few words from co-director Martyn Sanderson 's diary at Wanjiku 's request . It began , \" Sam Neill described our films as a ' cinema of	unease	, ' " and went on to talk about the film . He wrote , " Merata was one of the driving forces behind the project . " The film	unease
unease/n/wlp_nz_b01/5845843	, right behind the 3,700 still without power at an Ocean Bay complex in Queens . <p> The New York Post reported that the darkness in the stairwells and general	unease	in Red Hook had sparked serious crimes , including two reported rapes and multiple muggings . A hand-written sign taped to one of the entrances there , read : "	unease
unease/n/wlp_nz_b01/24840497	thought about the proposal . <p> ' ' I do expect to see some public outcry , ' ' he said . <p> ' ' There is a lot of	unease	about it already , so we 're going to be sending out some questionnaires to get a better idea of what needs to be done . ' ' <p> Burwood-Pegasus	unease
unease/n/wlp_nz_b01/23700416	at least you knew what you were in for and were prepared to \" grin and bear it \" . The uncertainty and last-minute change has created a feeling of	unease	for me and other potential GP trainees . With a new employer announced only months ago and uncertainty around contracts and conditions of employment , the feeling amongst trainees is	unease
malaise/n/wlp_nz_b01/23023009	<p> which means the median new-build purchaser can ( using MM of 3 to make my shaky maths reasonable ) afford a $210K mansion . <p> Transmission of this economic	malaise	( whether it applies to new-house pricing or differentials as between suburbs ) ripples throughout the housing market , exactly as per the title . <p> And , existing-home sellers	malaise
malaise/n/wlp_nz_b01/6220727	at minimum , a performance of such a competition ) , it seems we 've made a collective misstep . Could this be the cause of our emptiness and existential	malaise	? Or a symptom ? <p> In her Journals , making notes for her upcoming novel , The Fountainhead , Ayn Rand said : <p> " This may sound nave	malaise
unease/n/wlp_nz_b01/3507474	The Corrosion Zone is . It is not even the greater part of what it is . <p> So what is it ? <p> . <p> The collection begins with	unease	in the poem On Godley Head , where : <p> " Once we two forged a path through untouched forest " <p> but ends wondering : <p> " Can we	unease
unease/n/wlp_nz_b01/2822187	forums on the net . <p> The author , a New Zealand resident with advanced IT skills , has lived in the country for almost ten years . With an	unease	about what it means to be Kiwi , and affected by a severe drop drop in living standards , he doubts that he wants to raise his young children in	unease
