id	left	target	right	lemma
drink/n/wlp_ph_b01/10443341	water , and seltzer , is plain water within which in turn carbon dioxide gas is actually dissolved , and is the key and defining component of most \" soft	drinks	\" . The process of dissolving carbon dioxide gas is termed carbonation . This results in the creation of carbonic acid ( which has got the chemical formula H2CO3 )	drink
drink/n/wlp_ph_b01/11627085	for its antiques ; @ @ @ @ @ @ @ @ @ @ the April heat , we took a break in one of the cafes for a cold	drink	. Afterwards , we strolled along this historic street and peeked into the antique shops and took pictures of temples , mosques and two-story buildings . It was all very	drink
drink/n/wlp_ph_b01/14599727	1800 pp inc all taxes . P150 domestic ... <h> Palawan Trip Report <p> I enquired about the business and smoking lounge at Clark . P400 for unlimited food and	drink	and yes they have a smoking area . <p> Ysabelle Mansion ? bit far from the main Rd at 1,300 p/n including breakfast for 2 and free transfers . Asked	drink
drink/n/wlp_ph_b01/1366021	so kids can reach them themselves , or simply avoid taking food and drinks into cars at all . Stop at rest-stops on long journeys instead to consume food and	drink	. If you have to keep drinks in the car for long trips like water to stay hydrated , keep bottles that can be re-sealed , rather than cans .	drink
drink/n/wlp_ph_b01/13851240	they needed to do was find where the poison was coming from . But gradually things turn to despair as there seems to be nothing wrong with the food and	drink	and still patients are dying . The only light relief comes from Jabong who is ABSOLUTELY TERRIFIED of catching the disease and is dressed up as a mummy to avoid	drink
drink/n/wlp_ph_b01/12298279	second is Heart-Related diseases and third is Cancer . Cancer is @ @ @ @ @ @ @ @ @ @ with their lifestyle like what do they eat or	drink	. <p> I am writing this post in memory of my deceased aunt who died of Bone Cancer . If only there were available treatments during that time maybe my	drink
drink/n/wlp_ph_b01/2540038	started leaning on their horns . Really ? You 've urgently got somewhere to be on Sunday at 5:30am ? <p> Hydration : Long tables stocked with cups of cold	drink	helped me quench my thirst . I skipped the first three stations because I 'd drunk two bottles of Lightwater before the race had started , so I was well-hydrated	drink
drink/n/wlp_ph_b01/5453218	commercial activity that we know of today . In fact , this area was then a thriving agricultural community where the people there make a living manufacturing a coconut-based alcoholic	drink	called " tuba . " <p> Andres Bonifacio ( taken from the web ) <p> It would be in this community along Azcarraga Street where a significant event would occur	drink
drink/n/wlp_ph_b01/3896599	have some beer before you leave the country . Because Kota Kinabalu is so relaxed , with its very chill atmosphere , there 's no better place to grab a	drink	and laugh with new-found friends . While you can choose to drink at the Waterfront or the Beach Street for a beer that will cost you RM 16 -- 18	drink
drink/n/wlp_ph_b01/6656343	, ##3564513 <p> Tired from work and quite hungry on her way home , Candy stops at a nearby food chain to get a burger and a can of soft	drinks	. Inside the bus , she starts eating and says to herself it will suffice for her dinner . She 's too tired to have supper anyway , so she	drink
