id	left	target	right	lemma
generalisation/n/wlp_hk_b01/2656252	our peaceful and friendly relations . <p> Have you noticed some locals often shout more at their own families than at others ? Love HK style . It 's a	generalisation	but fairly common occurrence . <p> One way out is to move up the socio-economic ladder and generally you will find people are more likely to try to please you	generalisation
generalisation/n/wlp_hk_b01/2661514	the issues discussed here would go away . <p> I have lived and worked here for over 30 years and travelled quite a bit into China . This is a	generalisation	I know , but I have observed that the further north one travels , the higher the propensity of the general population to spit and jump queue . Hong Kong	generalisation
generalization/n/wlp_hk_b01/13508199	go as far as to mention the Chinese concept of all things being either \" Chinese of foreign \" . The \" foreign \" concept in my mind being a	generalization	and simplification for @ @ @ @ @ @ @ @ @ @ this article . <h> Leave a reply <p> Name ( * ) ##3812901 <h> Languages <h> Search	generalization
generalization/n/wlp_hk_b01/2875376	includes seven elements : class ( Class ) , Interface ( Interface ) , collaboration ( collaboration ) , dependent on the relationship ( the Dependency ) , generalization (	Generalization	) , association ( Association ) and relationship ( Realization ) . The class diagram association ( Association ) is a semantic relationship between model elements , is a weak	generalization
generalization/n/wlp_hk_b01/4689236	a fantastic double bluff . The practice also sheds light on how the general public 's judgment of the tattooed is merely an economy of thought -- allowing for broad	generalizations	without the need for subsequent artistic discrimination . Both of these conditions allow for illogical and outdated ' inked-discrimination ' . <p> The term ' triad ' is said to	generalization
generalization/n/wlp_hk_b01/9709325	law , interrelationship <p> What is the difference between theory andconcept , and theory and law ? Theory , according to WebsterDictionary , is no more than an abstract or	generalization	of set of facts . Concept and law , on the other hand , respectively represent something conceived in the mind and aninvariable statement of an order or relation of	generalization
generalization/n/wlp_hk_b01/2875374	class diagram includes seven elements : class ( Class ) , Interface ( Interface ) , collaboration ( collaboration ) , dependent on the relationship ( the Dependency ) ,	generalization	( Generalization ) , association ( Association ) and relationship ( Realization ) . The class diagram association ( Association ) is a semantic relationship between model elements , is	generalization
generalization/n/wlp_hk_b01/7578732	what should be the university 's relationship to the students , professors and to other institutions , religious or secular . An idea is therefore both an abstraction and a	generalization	concerning a matter , a mental structure which brings into view the whole as well as into focus the parts . <p> Let me elaborate further by resorting to history	generalization
generalization/n/wlp_hk_b01/3345029	@ @ @ @ @ @ logically from what has just been said ; in other words , a conclusion that does not follow from the premises . <p> Hasty	Generalization	: A generalization based on too little evidence or on exceptional or biased evidence . <p> Ad Hominem : Attacking the person who presents an issue rather than dealing logically	generalization
generalization/n/wlp_hk_b01/4349518	the students created some amazing short pieces of writing . It is exciting to read ! <p> We spent another week focused on plurals . Students have come across some	generalizations	( ca n't call them rules because there is always a word ( or two ) that is an exception ) : <p> words ending with consonant + y --	generalization
generalization/n/wlp_hk_b01/3344728	A syllogism with an unstated major or minor premise , or even an unstated conclusion , needs to be examined with care because the omitted statement may contain an inaccurate	generalization	. <p> THE TOULMIN METHOD : Another way of viewing the process of logical thinking is through the Toulmin method . This model is less constrained than the syllogism and	generalization
generalization/n/wlp_hk_b01/2656503	Instead , there are many policies to protect their rights , such as going to University with lower marks . This is a complicated issue , but just think any	generalization	or blame on one side is too simple and naive . <p> Ringo , Thanks for your explanation . Yes , I should learn more from lagrue and admit that	generalization
generalization/n/wlp_hk_b01/1358234	, 2001 ) . <p> ( 16 ) Sperber and Wilson , Relevance , 6 . \" The semiotic approach to communication ... or the semiological approach ... is a	generalization	of the code model of verbal communication to all forms of communication . " ( 17 ) Sperber and Wilson , Relevance , 9 . " By definition , the	generalization
generalisation/n/wlp_hk_b01/7556144	it would be easier to find someone who matches your criteria in Central , because many expats tend to see the docs there and , at the risk of great	generalisation	, expats , particularly from the West , tend to be keen to want the least medical interventions . Many ( not all ) local women prefer a c-section and	generalisation
generalisation/n/wlp_hk_b01/12503291	shorty , fatty , spotty , etc . That 's just childishness . <p> In my own life I 've found the best way to address prejudices is to minimise	generalisation	about " whites / blacks / @ @ @ @ @ @ @ @ @ @ etc " and to try and keep it personal based on individual people .	generalisation
generalization/n/wlp_hk_b01/3344488	( facts or observations ) and use them to draw a general conclusion . Whenever you interpret evidence , you reason inductively . The use of probability to form a	generalization	is called an inductive leap . Inductive arguments , rather than producing certainty , are thus intended to produce probable and believable conclusions . As your evidence mounts , your	generalization
generalization/n/wlp_hk_b01/5717479	I have tried to point this fact out to the LCSD but bureaucracy prevails in Hong Kong . Who suffers ? Users &; Tax Payers . <p> Due to the	generalization	of the term " BMX " , the LCSD has pidgeon-holed BMX freestyle as a cycling sport under the authority of the Hong Kong Cycling Association even though they are	generalization
generalization/n/wlp_hk_b01/4484044	debate , I was firmly entrenched on the disagree side . I am sure that the government should not be tougher on gangs for several reasons : the type ,	generalization	, and stereotyping . First of all , what is a gang ? The first image that comes to your mind is likely to be one of a bunch of	generalization
generalisation/n/wlp_hk_b01/11570322	vacation to patch things up , to say the least . I too take offense to your assumption about men cheating : that is about as broad and misguided a	generalisation	as you get . And unfair . Having had his opportunity to rectify his past @ @ @ @ @ @ @ @ @ @ agree that pandering to his	generalisation
generalization/n/wlp_hk_b01/4484267	and hard , but the entire gang is n't . I believe that the government should not be tougher on gangs because it depends on their definition of gangs ,	generalization	, and stereotyping . <p> The first , instinctive answer to the question " Should people be judged by their appearance ? " is NO ! However , ask yourself	generalization
generalization/n/wlp_hk_b01/4484199	violent . If the violent ones get arrested , and say they are part of a gang , the judge could get a false first impression , and make a	generalization	that the entire gang is violent , even if it is just one person . For example , in The Outsiders , there is one violent person in the gang	generalization
generalisation/n/wlp_hk_b01/2710933	into this local difficulty . The education , class of the family might be the issue and not Chinese culture . Can we get it right instaed of spewing crass	generalisations	. <p> Some of these folks marry these girls knowing this might happen . I date an Asian , her parents have more money than me and she is in	generalisation
generalization/n/wlp_hk_b01/7943196	last night when famed import models Jeri Lee and Nikita Esco gave a brief dance performance . <p> What exactly is the import scene all about ? <p> As a	generalization	, the import scene deals with cars imported from Japan that are modified for street racing . The scene is particularly popular on the West Coast of the United States	generalization
generalization/n/wlp_hk_b01/9617418	Night of Bush Capturing . \" \" ... Virtual Jihadi is meant to bring attention to the vulnerability of Iraqi civilians to the travesties of the current war and racist	generalizations	and stereotypes as exhibited in games such as Quest for Saddam ; along with vulnerability to recruitment by violent groups like Al Qaeda because of the U.S. 's failed strategy	generalization
generalization/n/wlp_hk_b01/3345032	@ @ @ logically from what has just been said ; in other words , a conclusion that does not follow from the premises . <p> Hasty Generalization : A	generalization	based on too little evidence or on exceptional or biased evidence . <p> Ad Hominem : Attacking the person who presents an issue rather than dealing logically with the issue	generalization
generalisation/n/wlp_hk_g01/2114984	exercise in transcendental argument : the theoretical subsumption of social conflicts under a given generalisation such as Justice requires empirical substantiation by institutions or social movements which perform such a	generalisation	. <p> Nevertheless , let us confine ourselves to the domain of Justice for the moment and ask ourselves what institutions and social movements exist which provide an empirical and	generalisation
generalization/n/wlp_hk_g02/1771409	aware that true concepts can @ @ @ @ @ @ @ @ @ @ teaching methods which acknowledge the contradiction between conceptual knowledge and knowledge formed from the empirical	generalization	of experience . <p> It is important to be aware also of the opposite danger , the kind of danger exhibited in religious schools for example , where knowledge gained	generalization
generalization/n/wlp_hk_g01/9606613	the supplies they help created ? I feel that this vicious cycle is putting a negative image to bloggers in general no matter what you blog about due to the	generalization	issue mentioned . <p> Once again , I am not distinguishing myself from anyone or saying that I am different because I do attend invitations every now and then .	generalization
generalization/n/wlp_hk_g01/1628269	true . Like some of your senile rajs and princes , we all take Viagra . <p> Tell them , even if they boycott Chinese products , to please avoid	generalizations	and prejudice . Hongkongers would be happy to keep them more precisely informed of faulty Chinese products by providing an updated list of dangerous products , ranging from contaminated milk	generalization
generalization/n/wlp_hk_g02/1713285	foreigner ? We do n't know the answer . But as seen on the poster , it seems that \" foreigners \" mean white men . This indicates a common	generalization	that " @ @ @ @ @ @ @ @ @ @ , anyone who is from a cultural background or race that is different from the country is a	generalization
generalization/n/wlp_hk_g01/11307829	. So even if 99.99 % of french canadians hated americans , you ca n't say that all french canadians hate americans for the 0.01 % that do n't .	Generalizations	annoy me . It annoys me how in this day and age it is n't implied that not all people and or groups of people are the same and act	generalization
generalization/n/wlp_hk_g01/7646539	of urban planning is characterized by long-term thinking and macro-level perspectives . Through my exploration and outputs I intend to offer a narrative-rich humanistic perspective rather than focusing on broad	generalizations	. My findings may be critical in nature , but not intended to implicate any person , community or government faction . It is purely an objective view filtered through	generalization
generalization/n/wlp_hk_g02/3909490	people was automatically transformed to a general conception of ' lao wai ' and ' xifang ren ' ( we ca n't blame her , most people are preoccupied with	generalizations	the first time they step in a foreign country ) . Therefore , insights like " lao wai girls are kinda fat " ( and " now I tend to	generalization
generalisation/n/wlp_hk_g02/2305082	@ studying the behaviour of terms and verb phrases , and did not identify the sentence as a significant linguistic unit . This tends to confirm Chad Hansen &apos; s	generalisation	that early Chinese philosophers did not posit sentences or other sentence-like entities such as propositions , beliefs , or laws . Focusing on subsentential expressions did not stop the Mohists	generalisation
generalization/n/wlp_hk_g01/9677301	for the derivative of the convex function by Shashiashvili ( 2005 ) to the case of the family of the weight functions , satisfying certain conditions . This kind of	generalization	is especially valuable in the problems of mathematical finance for construction of the discrete time hedging strategies . <h> 1 . Introduction <p> The role of mathematical inequalities within the	generalization
generalization/n/wlp_hk_g01/3181733	Lying to young children is sometimes of no big consequence . Is killing always wrong ? Perhaps not when you have to kill somone attacking you out of self-defense .	Generalizations	about morality should take into account special situations . But being cautious about general moral claims is not the same thing as accepting moral relativism . <h> U05.4 Exercises <p>	generalization
generalization/n/wlp_hk_g02/9826075	frame , rapport frame , backtrack frame , and so on . <h> Future pacing <p> Mentally rehearsing an outcome to ensure that the desired behaviour will occur . <h>	Generalization	<p> The process by which one specific experience comes to represent a whole class of experiences . <h> Gustatory <p> To do with the sense of taste . <h> Identity	generalization
generalization/n/wlp_hk_g01/2769828	@ be entrepreneurial ? And if the answer is yes ... and in my mind it is a resounding yes ... why is that ? Without being too afraid of	generalization	... let 's look at some possible answers ... <p> Is it because entrepreneurs are inherently more creative ? <p> I would think not . Every corporation will have business	generalization
generalization/n/wlp_hk_g02/2505000	to criticize men much more so than it is to criticize women . Having a pair of tits is not the funniest joke in the world any more but making	generalizations	about maleness ( ca n't multi task , ca n't ask for direction , useless at remembering anniversaries blah blah blah ) is more than acceptable and I do n't	generalization
