id	left	target	right	lemma
grief/n/wlp_hk_b01/4944066	his head a written \" blood for blood \" scarf . White head scarf of the woman in the fifth and a man sitting on the ground , and looked	grief	, abercrombie , the man on the head white , write \" Give me my son alive \" . From the five photo , the scene is bloody and full	grief
sorrow/n/wlp_hk_b01/9140290	day portrayed lady of a certain age , lost his life 's greatest happiness ; but rather lose to defend love girl , experience share sb. ' s joys and	sorrows	of love and marriage , and finally obtain the happiness of life.The so-called , circumstances alter cases . The girls on a blind date , please choose carefully.Commercial Daily hearing	sorrow
sorrow/n/wlp_hk_b01/4462563	In this part of the story , Femi and Sade 's mother was just killed and the mother had no chance and passed away . This simile explains how deep	sorrow	bursted around Sade , Femi , and Mama Buki ( Mama 's sister ) , just like how boils are pierced , they explode with lots of blood . @	sorrow
grief/n/wlp_hk_b01/2195964	According to Hesiod , there was a golden race at the time when Cronus was ruling in heaven . People in those days lived free from worries and safe from	grief	and distress . They remained eternally young . They had no need to work . When the time came for them to die , they went to sleep peacefully .	grief
grief/n/wlp_hk_b01/6601878	verge of death . Just a year earlier , the mother gave birth to a baby with hydrocephalus . After several emergency treatments , the baby died , leaving the	grief	stricken couple with enormous debts . And now the mother had suffered @ @ @ @ @ @ @ @ @ @ and although she survived , the baby had	grief
grief/n/wlp_hk_b01/4005484	Great indeed is the issue of life and death . Ah ! How sad it is ! \" Whenever I think here ? I can find no expression for the	grief	in my heart . <p> Nevertheless ? as far @ @ @ @ @ @ @ @ @ @ and death has become a common sense and they take it	grief
sorrow/n/wlp_hk_b01/5713329	concentrated mind . Day such as a book , to read through the contents of a page , also Shen loose , also pleasant . Also heavy , also Yu	sorrow	. Workers to do Universe blazing mediocre year after , day after day . Leisure , pay to pay tennis , practice your sword reactive , read books , play	sorrow
grief/n/wlp_hk_b01/5161601	until Mrs Bird gets back from the worm shopping and there will be more to pay for than just a call out to the emergency plumber . <p> Save the	grief	by finding tradesmen recommended by people you trust . Make sure the recommendation is impartial for obvious reason . After all , you do n't want to be lining the	grief
grief/n/wlp_hk_b01/2852026	be mindful of the influence of their pictures of suicide , particularly of minors . Special care should be taken in relation to the angle of photographs , depiction of	grief	of the victim 's family and respect for the deceased should be observed . The on.cc report does not seem to constitute an intentional intrusion into others ' grief and	grief
grief/n/wlp_hk_b01/9450288	For wasting , Vic , cheap wow gold explains : \" The Age of Turbulence everywhere in that war , Wow gold the people 's mood is more depressed with	grief	, shortage of materials also makes haggard . So I think the the Sudeten British should be a slightly haggard , gloomy , like weight loss , should not be	grief
grief/n/wlp_hk_b01/11430674	for the dead person and burning it . The coffin would then be opened and everyone would march around for one last look , supporting those who faltered in their	grief	as a canopy of red and gold was held above the coffin . Then the coffin was nailed shut , placed on a truck with the picture of @ @	grief
grief/n/wlp_hk_b01/4852001	be alone , the footsteps of the passers-by , will wake you up the morning reading ; daughter , you will not be alone , michael kors , tears and	grief	, you are setting up leads Paradise Road ; daughter , you alone will not wake up every day , burberry pas cher , drops of Tears , it is	grief
sorrow/n/wlp_hk_b01/9794847	to do breast augmentation , the operation is not successful and bitter , haggard face.I remember when I saw her , the heart is filled with the kind of infinite	sorrow	, a woman how to be yourself ? That is the freedom of the eyes and hearts , do n't be under the control of others.With cable , mention ,	sorrow
grief/n/wlp_hk_b01/4712142	out \" Are you guys excited to be on TV ? \" and \" You 're a good-looking group , \" then coached them on how to express shock or	grief	while watching the panel . <p> @ @ @ @ @ @ @ @ @ @ , and Robert Faris , a sociologist at U.C.-Davis , and others , began	grief
sorrow/n/wlp_hk_b01/3996819	@ @ @ @ @ @ @ @ questions -- I would imagine that over the coming weeks and months many of the answers will not satisfy their anger and	sorrow	. But until the harbour is totally reclaimed and is over 100 stories ##3577445 <h> Sai Kung , Hong Kong and far , far beyond <h> Wednesday , 24 October	sorrow
grief/n/wlp_hk_b01/6861632	kicking up a dust storm as Eric pursued them on his BMW . A large bull hung back and I warned Eric over the radio that he may come to	grief	if he harassed the harem too much . <p> Turpan was only a couple of hours away . Lying 50 metres below sea level , temperatures reach 50C during the	grief
grief/n/wlp_hk_b01/212181	We sincerely look forward to your written reply . Should there be any enquiries , please contact the coordinator ##3572097 <p> We are writing to express our grave concern and	grief	over the death of Lee Yunjeong , a young Samsung worker who lost her life on 7th May due to malignant brain cancer . To our great anguish , this	grief
grief/n/wlp_hk_b01/11592993	been enough to sink the whole firm ( you must be related ) . It 's scary actually when you accidentally employ people like this and they cause nothing but	grief	. Why not work at being the loyal @ @ @ @ @ @ ##3810406 <h> New in Hong Kong - graduate and jobhunting <p> Hello ! I 've been	grief
sorrow/n/wlp_hk_b01/6518525	right in front of his face , were they ? I thought journalists sat several metres away from defendants in court cases . <p> All right . Maybe there was	sorrow	in his eyes , what do I know . If I had just been handed a seven-year prison sentence , I might be a @ @ @ @ @ @	sorrow
grief/n/wlp_hk_b01/2852425	cause of death to any party . More importantly , the media should explore or analyse the trend of suicides and remedies . <p> 7 . Suicides may bring along	grief	to the survivors and friends , as well as cause others to imitate . It is hoped the news media would ##3575712 <p> Last Thursday , I attempted a citizen	grief
