id	left	target	right	lemma
fireman/n/wlp_ph_b01/4478102	, bracelets , and scrapbooks in this area . <p> In the non-licensed category , SF-JO carries items for Public Servants and Specialty Jewelry . The Public Servants catalogs supports	Fireman	and various areas of Law Enforcement . In this area , shoppers will find items such as pins , belt buckles , key rings , charms , pendants and bracelets	fireman
firefighter/n/wlp_ph_b01/14723583	face paint can protect for up to 60 seconds , which could be important in giving soldiers time to move away from blast-related fires and also for use by civilian	firefighters	. <p> The makeup had to meet several key criteria : It had to reflect intense heat ; have camouflage colors suitable for day and night use ; be easy	firefighter
firefighter/n/wlp_ph_b01/8495063	you apply to your local fire brigade after successfully completing senior high school you is going to be given advice on the most effective route that you can take <p>	Firefighters	are often @ @ @ @ @ @ @ @ @ @ and as such they must be prepared for anything <p> For instance , this program makes use of	firefighter
firefighter/n/wlp_ph_b01/8496906	fire service is not regarding the \" good old boys \" anymore . Exercises can include a mile run , a shuttle run , push-ups and pull-ups , and also	firefighter	specific activities @ @ @ @ @ @ @ @ @ @ . There are some colleges that supply Fire Science degrees and much more often absolutely nothing , Universities	firefighter
fireman/n/wlp_ph_b01/2004958	abundance \" on the noche buena table and under the tree are courtesy of the ones who are not there . <p> There are also the policemen and policewomen ,	firemen	, doctors , nurses , security guards and others who must render necessary service , spending the night at their stations making themselves available to people who may need help	fireman
firefighter/n/wlp_ph_b01/8494204	your true option for advancement is a lot more education <p> While someone who is obsessed with firefighting may give your very best to develop these skills , the best	firefighters	seem to naturally have these traits <p> If you need to work in fire @ @ @ @ @ @ @ @ @ @ an advantage of work employment <p>	firefighter
firefighter/n/wlp_ph_b01/12431237	thought I have seen it all but there 's always something new each year -- an infant Jesus dressed as fisherman , soldier , policeman , judge , lawyer ,	firefighter	, teacher , even as television show host . To the unbelieving , it is a farce . To the pious , it is awe-inspiring . <p> I empathize with	firefighter
firefighter/n/wlp_ph_b01/14723120	of years , as scientists today described a new face paint that both hides soldiers from the enemy and shields their faces from the searing heat of bomb blasts .	Firefighters	also could benefit from the new @ @ @ @ @ @ @ @ @ @ was part of a broader symposium on innovations in ingredients for personal care products	firefighter
firefighter/n/wlp_ph_b01/10563419	I scrapped the idea altogether . Thankfully , while I was having dinner with some friends this one time and I suddenly remembered that one of them is a volunteer	firefighter	so I joked about borrowing his gear and he actually said " yes " . He lent me the his pants , with the suspenders , and he lent me	firefighter
firefighter/n/wlp_ph_b01/8494261	of work employment <p> This is obviously one important reason why college for firefighters is starting to become increasingly more in-damand ; because along with basic requirements for being a	firefighter	, nearly all jurisdictions now require EMT training and certification as the minimum education requirement for becoming a firefighter <p> Fire fighting positions generally include significant benefits including retirement accounts	firefighter
