id	left	target	right	lemma
organization/n/wlp_ca_b02/23278971	, but few make a career from it , unless your name is Popy Dimoulas-Graham . Popy , an active volunteer since she was 12 , founded CharityRepublic , an	organization	to help volunteers share their experiences . <p> The holidays are coming ! Many people use the season as a time to reconnect with their family and to give back	organization
organization/n/wlp_ca_b01/16797608	were violently repressed on February 27-28 , 1989 . The government at the time claimed that only 300 people died during the Caracazo , but subsequent investigations by human rights	organizations	have demonstrated that 3000 people died . So , the people have always gone into the streets to fight and have given their blood . <p> Other important events that	organization
organization/n/wlp_ca_b01/19765042	for nominations , which are intended to establish an orderly and informed nomination and election process . However , when they do exist , such requirements are enshrined in the	organization	's Articles ( or bylaws ) , where the restrictions have had the sanction of @ @ @ @ @ @ @ @ @ @ in what might be seen	organization
organization/n/wlp_ca_b01/20524327	or work into my own Windows programming projects . I do n't even see the value of the Windows RT tablets ... which are supposed to somehow change the way	organizations	do things 6 . <p> I am not the target market , anymore . I 'm moving on . <p> swipes would go unrecognized <p> pulling down from the top	organization
organization/n/wlp_ca_b01/2622289	law ; she 's campaigned to reform global banks ; she 's worked as a land claims researcher ; and she 's held positions in some of the biggest environmental	organizations	. <p> Today , alongside her partner Kelsey , her 13-year-old daughter and her 16-month-old son , Deranger has returned home to northern Alberta to fight the powerful oil and	organization
organization/n/wlp_ca_b02/271162	the system are constantly aligning and self-synchronizing , which allow multiple sources of energy to pull in the same direction . <h> Intervene with Leading Indicators <p> One problem with	organizations	that focus ( at a strategic level ) on goals is that outcomes are by definition lagging indicators . Influencers get better results by focusing on the leading indicators .	organization
organization/n/wlp_ca_b01/9970518	honest . <p> \" Lance Armstrong is stepping down as chairman of the Livestrong cancer charity he founded in 1997 after recovering from the disease , a spokeswoman for the	organization	confirmed . <p> The move comes a week after the U.S. Anti-Doping Agency said it had uncovered overwhelming evidence of Armstrong 's involvement in a sophisticated doping program while a	organization
organization/n/wlp_ca_b02/897019	contributions ( specifically but not solely tuition fees ) that allowed an administrator from York University to several years ago refer to that institution as a \" private , charitable	organization	that receives some public support . " Sadly , for universities in provinces that have reinforced this downloading onto students and their individual contributors , and do not necessarily represent	organization
organization/n/wlp_ca_b02/10179461	given him so much . Through Facebook he found and subsequently \" answered the call \" to volunteer for a group called WonforOne , founded by Jan Ditchfield , an	organization	that works to empower blind and visually impaired athletes . <p> Ron and Tim run side by side . Ron interlocks his left arm with Tim 's right . They	organization
organization/n/wlp_ca_b01/11240905	to meet their needs as well as possible . One example of this kind of effort is the hospital being built by Partners in Health ( PIH ) , an	organization	that strives to be just that : a partner with Haiti 's government . Located in the town of Mirebalais , some thirty miles from the capital , the hospital	organization
