id	left	target	right	lemma
spoof/n/wlp_in_b01/6962759	of Sheeba foreplay \" , where each hostel was asked to do a set of specific tasks released a day before the actual event . The list included making a	spoof	of the Gangnam Style video , which recently went viral all over the internet . The task got some interesting entries , which saw the Cores and the Cul-Sec literally	spoof
spoof/n/wlp_in_b02/6316206	No one at the small dinner I was addressing ( in the luxurious cocoon of a private dining room at China Garden in Delhi 's Hyatt Hotel ) attacked my	spoof	. They all -- Indians and expats -- knew it was valid . We discussed the need for better more focussed politicians , the real causes of corruption and Naxalism	spoof
parody/n/wlp_in_b02/12516494	how Twitter transforms from social media into political-info media . Read more . <p> - August 22 , 2012 : The Government of India had asked Twitter to shut down	parody	account of Prime Minister in June , however , Twitter failed to comply to the report . GoI has since then turned to DoT to block the URLs . Read	parody
parody/n/wlp_in_b02/3980670	Mark Zuckerberg . Their presence is well understood , accepted and even admired . Twitter even has rules that permit them as long as they declare clearly that they are	parody	handles . Yet , PMO believed that parody handles could be mistaken for the real thing . " This is as unbelievable and stupid as it can get , "	parody
spoof/n/wlp_in_b02/6316256	more focussed politicians , the real causes of corruption and Naxalism , and the over-riding need for dramatic improvements in education . <p> The sad thing though was that my	spoof	could not be challenged . That is India as it is today ! <h> Responses <p> Dear John , you give a very accurate description of India as it is	spoof
parody/n/wlp_in_b02/1420179	the years learnt to accept contradictions , for some may worship Ram and some even Ravana . <p> Sikhs would have strongly reacted in case sombody would have created a	parody	based on characters in Sikh history . Though maybe not as violently <p> Christianity in Europe has handled dissent and paprodies and now learnt to live with it . however	parody
parody/n/wlp_in_b02/1421058	that he accepts it or there was any prior reason for the prostitutes to make that claim . IN FACT I AM YET TO DECIPHER WHY HE SANDWICHED THIS ARABIAN	PARODY	WITH THE MAIN NARRATIVE . The importance of the book is the LITERARY FORM . This is not a straight forward narrative like Devdas or Romeo Juliet THIS IS MODERN	parody
parody/n/wlp_in_b02/4298553	this is in spite of the relentless din of the voracious chorus that ' socialism ' , Marxism ' , ' communism ' are dead . <p> Of all the	parodies	of popular representation in which history is so rich , Pakistan 's political elite is perhaps the most absurd . @ @ @ @ @ @ @ @ @ @	parody
parody/n/wlp_in_b02/10211197	a parody of Richie Benaud tweeted : \" These parody accounts are a nuisance and damaging the game I love . RB . \" It was a parody parodying a	parody	. We live in confusing times . <p> KP , if you keep sticking your chin out , somebody 's going to land one on you . You 've got	parody
parody/n/wlp_in_b02/1729780	@ Pets 9V0530S Cheapest . The yesterday stories across the engineering reflect how the toe joists system and when the capacitors are latin . Cupertino , where i said the	parodies	were half arrival . Sweyn began the early electron and king ethelred set the strip . This apologises that a old esophagus in point can solder a bare money in	parody
spoof/n/wlp_in_b01/1835160	this something we can afford to give up on ? Never . I accept your point ##3394903 <h> A Wake-Up Call to the Nation <p> The following article is a	spoof	on a similar , recent article . The point is to show how easily an argument can be framed if the burden of evidence is not placed on it .	spoof
parody/n/wlp_in_b02/10210285	06:24 AM GMT ) <p> Mike Procter seems to have a sudden rush of Alzheimers to his brain by saying that Alviro ##3439632 <p> Kevin Pietersen 's suspicions that a	parody	Twitter feed mocking him comes from the England dressing room are unfounded . <p> Documentation seen by ESPNcricinfo proves that the parody twitter account @KevPietersen24 is not managed by a	parody
parody/n/wlp_in_b02/4425846	parody Twitter accounts , such as @DrYumYumSingh are not on any of the four orders circulated by the Department of Telecom . ( I have no information on whether such	parody	accounts are being taken up directly with Twitter or not : just that they are n't being blocked at the ISP-level . Media reports indicate six accounts have been taken	parody
parody/n/wlp_in_b02/355829	\" was just great ) . I have been visiting this blog on a regular basis for sometime now - you have a wealth of interesting information here : from	parodies	on Lalloo to the atrocities happening at secret US detention centres . Hats off to you ! Also I find many of your links leading to very interesting and important	parody
parody/n/wlp_in_b01/2163013	Foods ' Bingo Mad @ @ @ @ @ @ @ @ @ @ and TV ads . Other users could rate these ads according to creativity . Ads included	parodies	on Ghajini , Batman and other creative interpretations of ' Mad Angles ' . Users created 309 print and 69 video ads for Bingo in just a month . <p>	parody
spoof/n/wlp_in_b02/11050303	@ @ @ Google maps and IP address used for registering the Email account : Hackingloops is suggesting this because as a hacker , i always try to create a	spoof	account in which almost every detail is wrong . So for complete traceability , it should be validated geographically . I think its not that tough for cool coders to	spoof
spoof/n/wlp_in_b01/13259088	superhit , too . <p> Released during Eid 2010 , Dabangg catapulted Salman Khan to the No. 1 position . Debutant director Abhinav Kashyap mixed retro-masala action with Hollywoodish western	spoof	in a small town set-up . Salman 's maverick cop Chulbul ##3456028 <h> Online Games <h> India secures consular access to Welikada prisoners <p> Sri Lanka granted India consular access	spoof
parody/n/wlp_in_b02/4425816	Preliminary analysis on the basis of available data show that parody Twitter accounts and satire sites have not been targetted solely for being satirical . For instance , very popular	parody	Twitter accounts , such as @DrYumYumSingh are not on any of the four orders circulated by the Department of Telecom . ( I have no information on whether such parody	parody
parody/n/wlp_in_b02/14825978	to pick and choose social media tools is unacceptable and all our players know that they are either all considered for Twitter , or not at all -- that Stanford	parody	account wo n't retweet itself . " <p> Many administrators and commentators believe that Pietersen 's decision may be financially motivated after it was noted that he had ' liked	parody
parody/n/wlp_in_b02/13106404	hours for someone at a restaurant ( I like being @ @ @ @ @ @ @ @ @ @ GMT while in India ) , I can watch silly	parodies	on youtube or play " words with friends " ( and check dictionary.com at the same time ! ) . <h> Important ! <p> Copyright ( c ) 2012 Anju	parody
parody/n/wlp_in_b02/3980571	As the backlash peaked , the Prime Minister 's Office ( PMO ) was able to get state agencies to lean enough on Twitter to block as many as six	parody	pmo accounts . The Prime Minister 's media adviser Pankaj Pachauri chose to quote Spiderman on Twitter : " With great power comes great responsibility . " His timing and	parody
parody/n/wlp_in_b01/3148775	with transmitting watchdog Ofcom several times . He / she accidentally swore in the listener , not to mention was censured for using a derogatory phrase about girls . A	parody	connected with gay vocalist Will Younger also landed him in hot water . " We just got by using all of it together with here we each is celebrating you	parody
parody/n/wlp_in_b02/6506519	a straight face \" on something that ( if it were real ) would be an extremely gory and disturbing subject . If you can appreciate this book as a	parody	... well , you wo n't be laughing out loud , but you 'll be highly amused and very entertained . <p> Basically , this book is a very entertaining	parody
parody/n/wlp_in_b02/13827523	of flops ? what not ? ? Are you one of those affected victims like me ? Presenting the all rejuvenated refreshing stress buster for this spring .. \" Phantom	Parody	\" -- a desi comical English play to be staged this March 1st and 2nd @ the Museum theatre egmore , Chennai . I do hear the words that you	parody
parody/n/wlp_in_b02/10808710	by Dan Brown and other authors ( including myself to some degree ) . Here 's the blurb : <p> Bradford knows he 's the lead in a third rate	parody	. However , his ambition is to be the lead in a Dan Brown story , but does n't know if he has to dumb up or down for the	parody
parody/n/wlp_in_g01/1191714	parody Twitter accounts , such as @DrYumYumSingh are not on any of the four orders circulated by the Department of Telecom . ( I have no information on whether such	parody	accounts are being taken up directly with Twitter or not : just that they are n't being blocked at the ISP-level . Media reports indicate six accounts have been taken	parody
spoof/n/wlp_in_g01/8098091	history , aided by telepathic powers . The novel is a magical-realist fable and in no way a biopic or a documentation of history . Could we forget that a	spoof	of the Emergency , although a fairly ordinary one , Kissa Kursi Ka ( 1977 ) too made it to the screens ? If Indira Gandhi who imposed the Emergency	spoof
