id	left	target	right	lemma
grandad/n/wlp_gb_b01/3764452	that ? <p> \" Well I 've @ @ @ @ @ @ @ @ @ @ 'll elaborate . I started taking photos with an analogue Pentax that my	Grandad	let me use as a child and it 's always been something that I loved but it was n't until I left school and got a better camera of my	grandad
grandad/n/wlp_gb_b01/7340631	his Grandad , Semple 's newest piece has history and thought sewn into each seam of the cardigan . The piece even has deep pockets to replicate how Semple 's	Grandad	stored his supply of tissues . Semple came to prominence back in 2000 when he made his distinctive social commentary drawings available on ebay . Since then Semple has featured	grandad
grandad/n/wlp_gb_b04/11294564	dose never stop to think how it will affect your family i do nt know what i would do if we lost him as he lives with me and his	grandad	and we love him very very much . <p> Hi sally . so sorry to hear about your grandson . I hope all turns out well . You say .....	grandad
grandad/n/wlp_gb_b03/3428918	? Where do you get your inspiration from when you come to your projects or anything that you do ? The person that does inspire me the most is my	Grandad	. He 's why I originally got into art , because he 's a painter so I just kind of expanded on that but in my @ @ @ @	grandad
granddad/n/wlp_gb_b05/13327618	@ @ came to us rather than the spare room . <p> Thinking about who stays in our spare room , it is usually my parents and he adores his	granddad	, so it might be that . I did try asking him why he goes in there but he does nt understand . <p> It looks like you have worked	granddad
grandad/n/wlp_gb_b04/4303219	up to the top of the hill and rolled him down after he wrote his will . <p> I do n't know all this ditty sung to me by my	grandad	from 1964 @ @ @ @ @ @ @ @ @ @ I feel the need to respond - my grandad was in the army ( WW2 ) and had	grandad
granddad/n/wlp_gb_b02/5250144	, the local garage and the two girls looking out of the window of the house laughing . I did it lots and I often heard mum telling Nan and	Granddad	she was sure one day she would be on YouTube . I would stay at my Nanan and Granddad 's while mum and Dad were at work . My Granddad	granddad
granddad/n/wlp_gb_b06/12198734	for this ? What was your experience like ? Would you recommend it ? <p> My mum 's colleague does cleaning to get extra money and she goes to my	granddad	's house once a week to clean the flat . She does her job good and gets the @ @ @ @ @ @ @ @ @ @ never in	granddad
grandad/n/wlp_gb_b05/11310390	devise containment strategies to deal with this mess . And the economic news for Mr Brown will get a whole lot worse . <h> Comments <p> Very good post great	grandad	but the difficulty I have with this is what has to @ @ @ @ @ @ @ @ @ @ the depression . The last time we went through	grandad
granddad/n/wlp_gb_b02/14532909	rated film your parents allowed you to watch ? <p> ( Originally Posted by fidelityblue ) I saw Chucky : Child 's Play when I was about 4/5 . My	Granddad	got it from the video shop for me and my brother because it said " child 's play " on it , after hearing a lot of swearing and seeing	granddad
granddad/n/wlp_gb_b01/2430873	leave if I did n't take the course seriously from thereon @ @ @ @ @ @ @ @ @ @ parents may not kill me , but Gran and	Granddad	definitely would . Especially Gran . <p> Admittedly , it was one of lecturers ' comments that served as a real wake-up call : he pointed out I was n't	granddad
grandad/n/wlp_gb_b07/383561	also remember snagging my tights on a seat in the Edwardian pub ! The smell of the sweet shop in the Victorian street brings back memories of me waving to	Grandad	through the window as he peered inside . Bows , arrows , daggers and a sword were firmly placed back in carrier bags for this visit . Then back home	grandad
granddad/n/wlp_gb_b02/5250221	mum always told me not to I could n't help going into her room and putting my wet nose in her face and waking her to let her know my	Granddad	had arrived to take me for a walk . We soon moved to a nice house , with a big garden and a conservatory . I used to drive Mum	granddad
granddad/n/wlp_gb_b05/4753523	fix something by being nurturing and show love and the men are @ @ @ @ @ @ @ @ @ @ . It was using the idea that my	Granddad	went away to war , nobody was offered help in those days , and how did that affect his relationship with my Grandma . Our families have all experience a	granddad
grandad/n/wlp_gb_b07/19762427	remembers a time when she had a recurring dream about being held back by a tidal wave : ' ' I started dreaming about water and tidal waves when my	grandad	died . It lasted about 3 months and as I went through the grieving process the dreams became less vivid until I stopped having them . I remember being genuinely	grandad
granddad/n/wlp_gb_b04/6850345	the show today , nobody else is going to get that reaction . <p> Tulisa : Christopher I am so @ @ @ @ @ @ @ @ @ @	granddad	and I 'm telling you that he is up there and he can see you and he is the proudest man in the world . <p> Geri : I think	granddad
grandad/n/wlp_gb_b01/17136173	panic attacks for about a year after the death of my Grandad . A trip to the doctors confirmed that mine were caused by the sudden change of my lovely	Grandad	no longer being in my life . Evidently , drastic change makes me very nervous , and I spent endless days living on edge , not knowing when the next	grandad
granddad/n/wlp_gb_b04/7057363	Grandfather , Sir John Woodcock CBE , QPM . <p> Sir John , an inspiration and a great man ! <p> A week ago today I found out that my	Granddad	had passed away . He had been suffering from cancer since November last year and it finally took its toll . I had to write this post because one ,	granddad
grandad/n/wlp_gb_b07/16235369	@ @ @ @ @ @ His reply ? Get over it . <p> The worst thing ? He tells my grandad EVERYTHING . About 30 odd years ago my	grandad	helped him set up and everything and they are very close freinds . He tells him when i go to see him and so on . I cant change GP	grandad
